title,source,url,json_content
Load .ckpt files from CivitAi into pytorch for inference,Stack Overflow,N/A,"{""tags"": [""pytorch"", ""dynamic-image-generation"", ""stable-diffusion""], ""question_score"": 3, ""is_accepted"": false, ""answer_id"": 78176122, ""is_answered"": false, ""question_id"": 75193901, ""item_type"": ""answer"", ""score"": 2, ""last_activity_date"": 1710842535, ""creation_date"": 1710694348, ""body"": ""The requirement is that you install  and  ().\nLoading LoRA \nYou can use Hugging Face stable diffusion  method.\nFor this demo, I am downloading this LoRA weight: Styles for Pony Diffusion V6 XL.\n\nLoad the pipeline (be careful to load the same version as the one the LoRA was performed on! Here XL-1.0), then load the LoRA weighs:\n\n\n\n\nexample output\n\n\n\n\n\n\n\n\n\nLoading checkpoint \nIf you are looking to load checkpoint instead but have access to a  then you can&#39;t rely on . According to the documentation &quot;Load safetensors&quot;, you need to rely on  to initialize and load the pipeline:\nHere I am downloading the checkpoint from: Vapor - A Futuristic Retro Experience.\nThe following code was tested on Google collab:\n\nThen you can load the checkpoint with a single line:\n\n\n\n\nexample output\n\n\n\n\n\n\n\n\n"", ""excerpt"": ""type=Model&amp;format=<span class=\""highlight\"">SafeTensor</span>\n!mv &quot;396157?type=Model&quot; &quot;lora.safetensors&quot;\n\nLoad the pipeline (be careful to load the same version as the one the LoRA was performed on! &hellip; "", ""title"": ""Load .ckpt files from CivitAi into pytorch for inference""}"

No Safetensor Weights found - Hugging Face Docker Chat UI,Stack Overflow,N/A,"{""tags"": [""docker"", ""large-language-model"", ""huggingface""], ""question_score"": 0, ""is_accepted"": false, ""has_accepted_answer"": false, ""answer_count"": 0, ""is_answered"": false, ""question_id"": 78147258, ""item_type"": ""question"", ""score"": 0, ""last_activity_date"": 1710247744, ""creation_date"": 1710247674, ""body"": ""I wanted to build a HuggingFace space, using BioMistral 7B and the Docker Chat UI Template. Unfortunately it gives me following error:\n\n\n\nIt keeps running and fails, also when naming another model in .gguf with safetensor files. Anybody knows why?\n"", ""excerpt"": ""It keeps running and fails, also when naming another model in .gguf with <span class=\""highlight\"">safetensor</span> files. Anybody knows why? &hellip; "", ""title"": ""No Safetensor Weights found - Hugging Face Docker Chat UI""}"

Download file in an authenticated state with wget in bash,Stack Overflow,N/A,"{""tags"": [""bash"", ""authentication"", ""wget""], ""question_score"": 0, ""is_accepted"": false, ""answer_id"": 78085400, ""is_answered"": false, ""question_id"": 77640702, ""item_type"": ""answer"", ""score"": 1, ""last_activity_date"": 1709265322, ""creation_date"": 1709263621, ""body"": ""I don&#39;t know how to get it to work with wget, but that information given by https://education.civitai.com/civitais-guide-to-downloading-via-api/ is about using it with curl, not wget.\nFor example to get the model from https://civitai.com/models/308337/aetherverse-xl, you need to first the the download link (which is NOT the model page url!) by right clicking on the download button and then choosing &quot;copy link&quot;, from which you get https://civitai.com/api/download/models/346065.\nSo the full command line for getting the model is\n\ncurl -L -H &quot;Content-Type: application/json&quot; -H &quot;Authorization: Bearer\nyour-civitai-api-key&quot; https://civitai.com/api/download/models/346065\n--output=aetherverseXL_v10.safetensors\n\nOk, I&#39;ve just figure out how to do it using wget:\n\nwget &quot;civitai.com/api/download/models/346065?token=apikey&quot;\n--content-disposition\n\nNote the use of --content-disposition so that wget will save the model with the correct filename.\n"", ""excerpt"": ""I don&#39;t know how to get it to work with wget, but that information given by https://education.civitai.com/civitais-guide-to-downloading-via-api/ is about using it with curl, not wget.\nFor example to g &hellip; "", ""title"": ""Download file in an authenticated state with wget in bash""}"

Running Mixtral 8x7B on Colab Free Tier and MacOS?,Stack Overflow,N/A,"{""tags"": [""python"", ""pytorch"", ""huggingface-transformers"", ""huggingface""], ""question_score"": 0, ""is_accepted"": false, ""has_accepted_answer"": false, ""answer_count"": 0, ""is_answered"": false, ""question_id"": 78005566, ""item_type"": ""question"", ""score"": 0, ""last_activity_date"": 1708276968, ""creation_date"": 1708066236, ""body"": ""I am trying to run Mixtral 8x 7B on Colab Free Tier and Mac (M3 PRO 36 RAM).\nI ran the code from the model page on Hugging Face, but I encountered an out-of-memory error. I am wondering if it&#39;s impossible to run such a large model due to the limitations of the free version of Colab and my Mac environment, or if there is another solution.\nHere is the code I tried.\n\nAfter finishing downloading 19 safetensors, it starts loading checkpoint shards but stopped after 5%.\n"", ""excerpt"": ""I am trying to run Mixtral 8x 7B on Colab Free Tier and Mac (M3 PRO 36 RAM).\nI ran the code from the model page on Hugging Face, but I encountered an out-of-memory error. I am wondering if it&#39;s imposs &hellip; "", ""title"": ""Running Mixtral 8x7B on Colab Free Tier and MacOS?""}"

How to save and load safetensors files when fine-tuning a model for sequence classification with transformers?,Stack Overflow,N/A,"{""tags"": [""pytorch"", ""huggingface-transformers"", ""safe-tensors""], ""question_score"": 0, ""is_accepted"": false, ""has_accepted_answer"": false, ""answer_count"": 0, ""is_answered"": false, ""question_id"": 77987301, ""item_type"": ""question"", ""score"": 0, ""last_activity_date"": 1707821222, ""creation_date"": 1707821222, ""body"": ""I am fine-tuning an AutoModelForSequenceClassification from the transformers library to classify free text into the five traits of personality. I am using different learning rates, attention and hidden dropouts, and I want to save the model with the best results.\nThe problem is that when I run this code on other computers, it works perfectly, and it saves all the files, including the safetensors files, in the output directory. However, when I run this code on my laptop, it saves all the files except for the safetensors files, which are missing. This prevents me from loading the model later and doing more experiments with it.\nDoes anyone know what could be the reason for this problem, and how to fix it? Any help would be appreciated. Thank you.\n"", ""excerpt"": ""I am fine-tuning an AutoModelForSequenceClassification from the transformers library to classify free text into the five traits of personality. I am using different learning rates, attention and hidde &hellip; "", ""title"": ""How to save and load safetensors files when fine-tuning a model for sequence classification with transformers?""}"

Whisper - How to convent model.safetensors to .h5 format or pytorch_model.bin?,Stack Overflow,N/A,"{""tags"": [""huggingface"", ""openai-whisper""], ""question_score"": 2, ""is_accepted"": false, ""has_accepted_answer"": false, ""answer_count"": 0, ""is_answered"": false, ""question_id"": 77745505, ""item_type"": ""question"", ""score"": 2, ""last_activity_date"": 1707233905, ""creation_date"": 1704191744, ""body"": ""After i train the model, I only have these file.\n[1]: (https://i.sstatic.net/7PpxF.png_\nHowever, i find that other people will get tf_model.h5 or pytorch_model.bin after train their model.\nI found that .safetensors is the latest format of that. But i need the ggml format. SO i want to convert the format to ggml with Whisper.cpp\nI have train my custom model of Whisper. from blow reference:\nhttps://huggingface.co/blog/fine-tune-whisper\nhttps://colab.research.google.com/drive/1qdS5ioA0pXoDPYPnbOlrOsXMxK0OR5yO\nand want to convert the format to ggml with Whisper.cpp\nhttps://github.com/ggerganov/whisper.cpp/tree/master/models\n"", ""excerpt"": ""After i train the model, I only have these file.\n[1]: (https://i.sstatic.net/7PpxF.png_\nHowever, i find that other people will get tf_model.h5 or pytorch_model.bin after train their model.\nI found tha &hellip; "", ""title"": ""Whisper - How to convent model.safetensors to .h5 format or pytorch_model.bin?""}"

How to convert safetensors model to onnx model?,Stack Overflow,N/A,"{""tags"": [""python"", ""pytorch"", ""onnx"", ""huggingface"", ""safe-tensors""], ""question_score"": 2, ""is_accepted"": false, ""has_accepted_answer"": false, ""answer_count"": 1, ""is_answered"": false, ""question_id"": 77855742, ""item_type"": ""question"", ""score"": 2, ""last_activity_date"": 1706392682, ""creation_date"": 1705855665, ""body"": ""I want to convert a  to ONNX, unfortunately I haven&#39;t found enough information about the procedure. The documentation of  package isn&#39;t enough and actually is not clear even how to get the original (pytorch in my case) model, since when I try something as\n\nthe  object has  but it seems hasn&#39;t any  method or something similar.\n"", ""excerpt"": ""I want to convert a model.safetensors to ONNX, unfortunately I haven&#39;t found enough information about the procedure. The documentation of safetensors package isn&#39;t enough and actually is not clear eve &hellip; "", ""title"": ""How to convert safetensors model to onnx model?""}"

llama.cpp conversion of finetuned HF ( huggingface ) fails for LLaMA2 - 7B model,Stack Overflow,N/A,"{""tags"": [""huggingface"", ""llama"", ""huggingface-trainer"", ""llamacpp""], ""question_score"": 0, ""is_accepted"": false, ""has_accepted_answer"": false, ""answer_count"": 0, ""is_answered"": false, ""question_id"": 77807764, ""item_type"": ""question"", ""score"": 0, ""last_activity_date"": 1705074720, ""creation_date"": 1705074720, ""body"": ""i use the simple https://github.com/huggingface/trl/blob/main/examples/scripts/sft.py with some custom data and llama-2-7b-hf as the base model. Post training , it invokes trainer.save_model and the output dir has the following contents\n-rw-rw-r-- 1 ubuntu ubuntu 5100 Jan 12 14:04 README.md\n-rw-rw-r-- 1 ubuntu ubuntu 134235048 Jan 12 14:04 adapter_model.safetensors\n-rw-rw-r-- 1 ubuntu ubuntu 576 Jan 12 14:04 adapter_config.json\n-rw-rw-r-- 1 ubuntu ubuntu 1092 Jan 12 14:04 tokenizer_config.json\n-rw-rw-r-- 1 ubuntu ubuntu 552 Jan 12 14:04 special_tokens_map.json\n-rw-rw-r-- 1 ubuntu ubuntu 1842948 Jan 12 14:04 tokenizer.json\n-rw-rw-r-- 1 ubuntu ubuntu 4219 Jan 12 14:04 training_args.bin\n-rw-rw-r-- 1 ubuntu ubuntu 4827151012 Jan 12 14:04 adapter_model.bin\nas you can see it has no model.safetensors as required by convert.py .. i tried a bunch of other options to save the model ( trainer.model.save_pretrained , for example ) but the file was always adapter_model.safetensors.\ni tried convert-hf-to-gguf.py as well and it too complains about model.safetensors ( and that too after suppressing the error which complains about causalLLAMA architecture not supported )\nIs there any other convert script that handles such adapter safetensors ( i guess all models finetuned via peft will definitely be called adapter**_ ) ? when i went through the code i also noticed that the MODEL_ARCH only accomodates &quot;LLAMA&quot; and not &quot;LLAMA2&quot; ..is that why it also fails to find param names from adapter_safetensors in the MODEL_ARCH tmap methods ?\n"", ""excerpt"": ""i use the simple https://github.com/huggingface/trl/blob/main/examples/scripts/sft.py with some custom data and llama-2-7b-hf as the base model. Post training , it invokes trainer.save_model and the o &hellip; "", ""title"": ""llama.cpp conversion of finetuned HF ( huggingface ) fails for LLaMA2 - 7B model""}"
