repo_url,commit_hash,model_file_path,serialization_format,message,author,date,is_in_commit,change_status,elapsed_days
neibyr/MiniRoberta_oscar_hindi_tamil,95932f1d69f47dea70a743310ef36c9a04f59dc5,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (0e76df5e3261670fb745bffc09746b7a8e46d77d)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",KirillTushin,2024-05-22 06:04:34,True,+,607
nateraw/vit-age-classifier,4b5acc345d9692c3ff4f45d250531afd3a3da0ef,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#7)


- Adding `safetensors` variant of this model (28f2ebe4bfedc80f76d27d608554e1956c686340)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Nate Raw,2024-07-28 19:24:56,True,+,674
mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis,02a00ba6bd53766f66db9a6ad3955fd08c117880,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (7a2eb8ca6be3584775a4dccf41c0b0df724d8044)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Manuel Romero,2023-03-16 16:03:13,True,+,174
monsoon-nlp/gpt-nyc-small,61cb384cad3d29c180ba0e57d5f0c6bc1327ec77,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (fe55578f83d657a6e24ae86ccae32db42bb954e1)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Nick Doiron,2024-04-21 11:04:37,True,+,576
monologg/kobert,30941062c0f3dde73b246468f449f2448c7694bc,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (03875811a6157620fa758b9af2d8bce4b188a99f)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Jangwon Park,2023-06-12 08:30:40,True,+,262
monologg/kobert-lm,22730078920aeadbb839c81aa9f17f0a47a12905,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (d5a6a7e6cf0960b00981993a34990eb8918f0d88)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Jangwon Park,2023-06-12 08:28:33,True,+,262
monologg/distilkobert,f03d752280bf9025f4a3d9ed3b7f763f452f431d,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (37c8d2104582e75f913c7ddfaf4ed80825e41ff8)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Jangwon Park,2023-06-12 08:29:06,True,+,262
microsoft/trocr-small-printed,04e994ab854b0089d4929f48c2b4dbe2ce78a340,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#4)


- Adding `safetensors` variant of this model (cc0ea333b6c5c7ab74648821278beb285f2a08be)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-05-27 16:13:39,True,+,612
microsoft/trocr-large-stage1,4f6e6d7a2cba548292ddb6f5649b2d64eb7124d8,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (4aa71b29b3c5c4a537333e903bcbcf5a0250c580)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-05-27 16:12:53,True,+,612
microsoft/trocr-large-printed,b2a847ab533f72a555acd201a3235ff41b5dfbd3,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (db0356248cdfcd23511c50c25418aa78a1c30255)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2023-12-01 05:37:04,True,+,434
microsoft/trocr-base-stage1,59270604e602d5094b8d344298053f9fd3979dcf,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (e2917ceb6b98af3257e05157dd48ff91cfba4d11)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-05-27 16:13:12,True,+,612
microsoft/trocr-base-printed,93450be3f1ed40a930690d951ef3932687cc1892,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#7)


- Adding `safetensors` variant of this model (24216f24cd78fe1a9c8b4e6e4565aec5c9220e63)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-05-27 16:11:53,True,+,612
microsoft/trocr-base-handwritten,0b16231677c4613516ded30e9fa18109002efb87,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (47db63bbc18d32eca4cb813eb7728c891903e289)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2023-12-19 04:02:29,True,+,452
microsoft/mpnet-base,a51acd96ab1fd1f6ba04099e8aac3fb3b405c3d4,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (9c5d8ad72883f39ab85c2a7a461271f5d549f6fe)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2023-09-15 08:13:46,True,+,357
microsoft/layoutlm-base-uncased,95bd33f5b96be185feae70a6a7b8953051deb699,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (2922a0853dfb6c000d3086afecb4ec3375fb36d6)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Lysandre,2024-02-14 08:46:15,True,+,509
microsoft/beit-large-finetuned-ade-640-640,a38fe98baf3d5a6f69fa1a07a62b698780e5dcb1,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (2e73bd5093c721ab5a2bc683b8fa961f846fc18e)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-01-25 06:51:04,True,+,489
microsoft/beit-base-patch16-224,f02e8f77db4703e3fbd3766e3375a4619c5a4863,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (d899974cbdbcb4add95684ceb54be7d1234492f8)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-04-21 07:02:37,True,+,576
microsoft/DialoGPT-small,97d0fec744c2cb4d48f5db51d17e3258e185858e,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (bffbbe122fad0ce1d11790ea0d75f3fa9cd75a4b)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2023-06-26 15:50:08,True,+,276
mgrella/autonlp-bank-transaction-classification-5521155,9197ff34386ff75467067c199b0e7962f95dcead,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (538877b57292cefb68fe1ba4b837c1350e1dc6a9)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Matteo Grella,2024-02-17 15:58:38,True,+,512
malteos/scincl,5cab047e2007fcc749ca78c2728142c4df5df1c4,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (c1beb05c991383fade07abb2032028748941e9a7)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",malteos,2023-03-24 12:45:53,True,+,182
madhurjindal/autonlp-Gibberish-Detector-492513457,c068f552cdee957e45d8773db9f7158d43902244,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#10)


- Adding `safetensors` variant of this model (2c02898ff4d7b016e514a2caea17ace6bab80aef)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Madhur Jindal,2023-11-22 14:52:09,True,+,425
m3rg-iitd/matscibert,ced9d8f5f208712c4a90f98a246fe32155b29995,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (c76dbb52e945954926e3d724ce9d0051aa376738)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",N M Anoop Krishnan,2024-06-22 08:00:54,True,+,638
lucio/xls-r-kyrgiz-cv8,192f42eb4c856c848d07e69b1621d7de8da6efae,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (afaffb4e2101f616193bb8dab14bff7c2d9aa09e)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Lucien Carroll,2023-08-05 22:17:51,True,+,316
lucio/wav2vec2-large-xlsr-luganda,16874348b06f44ece9f412152cbc8e7a5a472b22,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (2e61ff4a4b572215dce14b59f5b4504aa86389d5)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Lucien Carroll,2024-02-28 14:15:11,True,+,523
ltg/norbert2,f22bb47f536f62edfcd86ca9320ade990eafbe22,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (40ccf83e118464baa24bffc5d16cca8324248341)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>","Language Technology Group, University of Oslo, Norway",2023-04-12 03:44:51,True,+,201
ltg/norbert,075d4e3705390691013e859faffc5696d071e33b,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (d9b9f96e6f19aff2b27a7558dc25b34456e09290)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>","Language Technology Group, University of Oslo, Norway",2023-04-12 03:45:17,True,+,201
julien-c/reactiongif-roberta,f033c13ea9917f4d19df8c9ce38237aa26d50d80,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#19)


- Adding `safetensors` variant of this model (7cba044eb41e620502d97e48ecd999ddaca40528)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Julien Chaumond,2023-03-23 14:36:52,True,+,181
jean-paul/KinyaBERT-large,8ae7d36f3715b893e8ee0dc2183dee942e9c85c2,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (ed647938cf43ae3c17674d60048541d46ff530b9)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",ISHIMWE Jean Paul,2024-06-14 08:18:43,True,+,630
Copycats/koelectra-base-v3-generalized-sentiment-analysis,902d99d75b0469741d92ba73a368b17a41212751,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (b0c8b7cd05c131223610dc0fc67d68ca1276885a)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",JaeHyeong AN,2023-11-20 09:33:07,True,+,423
human-centered-summarization/financial-summarization-pegasus,4419181aac9e5d1286d0a684a6249f78ece9a300,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#4)


- Adding `safetensors` variant of this model (d729de67fbd395084bd74c5a7d45cd439ee88478)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Human centered summarization,2023-04-28 07:57:15,True,+,217
hiiamsid/sentence_similarity_spanish_es,66ab46adac3910bb6ea6085b962a25e49513b981,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#4)


- Adding `safetensors` variant of this model (80960078df97a23f443ede06c9c9b5edc8f28fed)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Siddhartha Shrestha,2024-06-20 01:46:33,True,+,636
gunghio/distilbert-base-multilingual-cased-finetuned-conll2003-ner,8f22608f51d3a1474cb543ac8f9f000759c3043f,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (2b0338ce7862db71581a9ce128dc5a4b0dcaf76b)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Olmo Barberis,2024-04-25 09:08:03,True,+,580
google/vit-large-patch16-224-in21k,6074eaf2211423e928c93b93ef773d5da618aa7e,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (d2a00ff8eec502bdbe0d961199a99fdeda60431d)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Lysandre,2024-02-14 08:43:52,True,+,509
google/vit-huge-patch14-224-in21k,bbff058c978d2e65b36eecaa5ed6e30977602c9d,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (b39744d97db084d0c67faf79be377e0c60c2d2eb)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Lysandre,2024-02-14 08:43:41,True,+,509
google/vit-base-patch16-224-in21k,b4569560a39a0f1af58e3ddaf17facf20ab919b0,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#6)


- Adding `safetensors` variant of this model (8146525ca503690e7719cca453d932123c9c1eaa)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-02-05 11:37:39,True,+,500
google/canine-s,75d6d0b3f4d0bffed0ca7ddd0b73949977d4ca02,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (d11ebb438123720069b9467383b865e89a9a1250)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-04-29 06:16:37,True,+,584
google/canine-c,dc0eaffdff3fa9161613311c7096eeb3e133ee19,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (dc3594a2e43bf0f97285b2ccb628f7822aa0035a)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-04-29 06:16:15,True,+,584
funnel-transformer/xlarge-base,f1efffa77e90eabeb743decdbb05094cb6314be4,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (4c8edca38e4912e3a88a246dbbcf2f8f348cfa1f)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-07-20 06:12:14,True,+,300
funnel-transformer/small-base,3274ea1fdb6644ea54fbe065fc3050ef836af39c,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (fc884b4da9dace3d2d629c38f7ba7088e2f8d363)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-07-11 10:45:47,True,+,291
funnel-transformer/large,b1415e810ad031f04e4bd53aa0eedc0c05134e8b,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (1bb51591322aeeb5953487fea7f5c7cf5a651d8b)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-08-01 03:28:31,True,+,312
funnel-transformer/intermediate,f24c4cf8f990a9cb19eb576d711626522c9df1e6,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (1b8d14660319b45acd6a5ebbb4c5712da3909c59)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-03-27 08:52:44,True,+,185
flax-community/gpt-2-spanish,19b3ea27b21346ded1260c16681d13cac66b8f91,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (937ab24b76bff5b51edb897ccc6a7fad82cdc606)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Manuel Romero,2023-03-16 20:54:51,True,+,174
flaubert/flaubert_small_cased,61f05e8b7487e657cba1a9173f00389ec23b343c,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (5a6b27933dfe0e176e148a245d0c81d5c25d6ab2)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Hang Le,2024-05-14 08:38:09,True,+,599
flaubert/flaubert_large_cased,a01fdfb16eee80a8411d244ef58181da7ffe7d81,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (511b17fd83ef6bf47a4463391ee579e05242c77a)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Hang Le,2024-05-14 08:38:43,True,+,599
flaubert/flaubert_base_cased,f681df336b523e136915ae97bc8bd0ef4933ae36,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (f89caca88bb69a15cf91e169a58d0d7919e006a2)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Hang Le,2024-05-14 08:38:22,True,+,599
facebook/xlm-roberta-xl,aa5d120255845efeebc9b7f42822a1dd0f9ece9d,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (756a1faff9470697b813b4e14b5d70b649a17f27)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Lysandre,2024-03-28 05:17:06,True,+,552
facebook/vit-mae-base,25b184bea5538bf5c4c852c79d221195fdd2778d,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (0dfb9b7ed42dcfd1b74e164f86c63fd13429ced2)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-03-13 03:48:29,True,+,537
facebook/maskformer-swin-base-coco,bc86b5c95ffd99793dacbce4fb6d1cced132a284,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (896da8ae99e1288c3ab3c2346e51699891a925be)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-05-03 03:29:13,True,+,588
facebook/dino-vits8,483f2fc47097ae6f0afc8bcfb43004224bddeae2,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (1319d0b9b8acf4d705f08403bc286f4fe9cc7ee8)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-02-29 05:25:19,True,+,524
facebook/dino-vitb8,f1ca762fe312f2617c0f37f3d56a5af83847bf6c,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (6bd5b7757e4224b035fe579f31fb816985e18e35)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-02-29 05:25:36,True,+,524
facebook/detr-resnet-50,0f518b5f070d804a491a79b3ca78c0f6694c9429,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#12)


- Adding `safetensors` variant of this model (7462bb528223ae4a978acaef24e2addca6252ec9)


Co-authored-by: Lachlan Cahill <lcahill@users.noreply.huggingface.co>",Niels Rogge,2024-03-30 10:13:54,True,+,554
facebook/detr-resnet-101-panoptic,2e11ffa5ea0ce2c51685bbfcd18c59b403fe10dc,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (7a0f18bc362f4c3f697141719bc2b6c38bbe22ce)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Lysandre,2023-09-06 15:14:28,True,+,348
facebook/bart-large-cnn,08436bb998cc59c90294f46c0ec716bf86556c71,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#63)


- Adding `safetensors` variant of this model (70ececc3e57b7f46f39dc36dfd67684b2139d474)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Lysandre,2023-11-28 04:50:47,True,+,431
f00d4tehg0dz/Yoda,524a57f03d02f3d1bba04fe54cb08fb56c8bb5e4,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (db086745ec0c298c8ba29486d83800f0382f6fd7)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Adrian Chrysanthou,2024-01-26 15:46:23,True,+,490
dslim/bert-large-NER,a371aceaa84bd99547818ba82b85b48608aade78,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (1b1f1b5278a4e757ea98c46d2afb40c29aacc5a8)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",David S. Lim,2023-05-02 14:47:40,True,+,221
dslim/bert-base-NER,7a1d333eb0aadffc59fd1e4f56bfedf56b5028e4,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#8)


- Adding `safetensors` variant of this model (f128abadec23cd734101cf1caaaa2e31c82bb626)


Co-authored-by: Nicolas Patry <Narsil@users.noreply.huggingface.co>",David S. Lim,2023-05-09 12:37:55,True,+,228
deutsche-telekom/electra-base-de-squad2,17fc01d155d8b978da930f9d531e86dc07a4f70c,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (351f7f6748a8cbae369500f37b0c3defec52970d)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Philip May,2023-04-27 15:30:24,True,+,216
deepset/roberta-base-squad2,e09df911dd96d8b052d2665dfbb309e9398a9d70,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#9)


- Adding `safetensors` variant of this model (4e2c0f44f3a1ff7ebfd1fe4da65c4654063d28a2)


Co-authored-by: Nicolas Patry <Narsil@users.noreply.huggingface.co>",Mayank Jobanputra,2023-03-24 10:20:45,True,+,182
deepset/gelectra-large,5514fdc7e8741651735f7f86d637db3bc147fc7b,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (288369254fba50f7591013594a19d57f711f18b1)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sebastian Husch Lee,2024-04-02 06:48:45,True,+,557
deepset/gelectra-base,92c4219ce67ff13f1d3db5c5122a4beeb187228e,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (ae67fdbdc8babcda3a900571d4ae006ab3919c8a)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sebastian Husch Lee,2024-04-02 06:48:27,True,+,557
deepset/electra-base-squad2,211dabbc5d48434afc6e8c7eb2a748ab7f3ebc41,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#6)


- Adding `safetensors` variant of this model (db81069ace4e57865af113617f365fc835599f34)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sebastian Husch Lee,2023-07-20 02:44:52,True,+,300
deepset/bert-medium-squad2-distilled,8c85f7dbe1a34bf6c93f74161d01774135774c35,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#4)


- Adding `safetensors` variant of this model (ed2f4207efed4dc816f9d31f1ea735933e50daad)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sebastian,2023-05-05 02:59:02,True,+,224
deepset/bert-large-uncased-whole-word-masking-squad2,224aec53f9aecc3dea22698361282ce92921fe13,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#7)


- Adding `safetensors` variant of this model (d012ee3da9dae9a593379a9a21854cda9fa1995e)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sebastian Husch Lee,2023-07-20 02:45:47,True,+,300
deepset/bert-base-uncased-squad2,964609ec19c720800a8d00364127ca64de2e9eb8,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#6)


- Adding `safetensors` variant of this model (b6915cb0202719a6004f5f35c5e602489ca7461c)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Mayank Jobanputra,2023-03-24 10:15:37,True,+,182
deepset/bert-base-cased-squad2,2a255b76eb545d2f0c301feaa925c758b7b1f153,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#4)


- Adding `safetensors` variant of this model (335920533192b759e8dc324ccd353e45a9a36ea8)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sebastian,2023-05-05 03:00:52,True,+,224
deepparag/Aeona,6e24e40fe37f18587672b88ebf2dd98161eda9b7,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#4)


- Adding `safetensors` variant of this model (b12ed619fdf07d7d4c7b8a9c0dcf7831330dca7d)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",LoneWolf,2023-03-25 07:21:14,True,+,183
deepmind/optical-flow-perceiver,9c7927aafde4f3fb38856b9ee01439dff8c021e1,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (3aa2a2f19ab717dae518732f21e0fc119230ccf8)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-08-26 04:05:14,True,+,703
deepmind/language-perceiver,47a1ba43d8198ea10cf9a158fce114953e9441a1,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (e3b69702a29a2e6e5ce9d82ef8fd423b7465f2b7)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-04-11 09:36:40,True,+,566
ddobokki/klue-roberta-small-nli-sts,f176072acdca512ef8e2214d0f0ed65144be8dcd,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (b6d071994355844ecc181e65875b8e01bb5a7987)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",MHK,2024-04-06 22:52:39,True,+,561
dbmdz/bert-base-historic-english-cased,5bb2bfadbdc4c57ccf5d571f90c8917be51cc455,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (2d0fd5c1addba79cf2566c9f327051d28d0200d5)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Stefan,2023-09-06 18:11:08,True,+,348
dangvantuan/sentence-camembert-large,af9724a69b5e76012c24bd1b2bc03acbc458bdbb,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#10)


- Adding `safetensors` variant of this model (35f6a0300801f6a4481b7c611292f6b37e4e6970)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",DANG Van Tuan,2023-09-12 07:38:28,True,+,354
connorboyle/bert-ner-i2b2,171548de3d72127a9848c91569e5b8f2012e4ed8,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (f2078b160a08959836bf613295d82b6f776092cf)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Connor Boyle,2024-01-17 21:55:15,True,+,481
cointegrated/rubert-tiny,dd354c8c07d1a05a1bc858021b580900ac9ec19b,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (1759d868965cb0b2b913b9f4ce7ca8ac77b5a0c7)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",David Dale,2023-03-17 06:21:51,True,+,175
cointegrated/rubert-tiny-toxicity,9e6d94eef3599d7b509580c8551227229cf0c5fb,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (9d488c18edb1209c0e188490146c0f79bcb5e28a)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",David Dale,2023-03-17 06:23:09,True,+,175
