repo_url,commit_hash,model_file_path,serialization_format,message,author,date
chris-santiago/distilbert-base-uncased-finetuned-clinc,26bbb17b9285719f292642b45abdf4d1adffaa6a,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 1000",Chris Santiago,2022-08-23 18:19:56
chris-santiago/distilbert-base-uncased-finetuned-clinc,4e0313ea0518edf2fc8828d768d811d84518836d,pytorch_model.bin,torch.save,"Training in progress, step 500",Chris Santiago,2022-08-23 18:14:49
chris-santiago/distilbert-base-uncased-finetuned-clinc,4e0313ea0518edf2fc8828d768d811d84518836d,training_args.bin,torch.save,"Training in progress, step 500",Chris Santiago,2022-08-23 18:14:49
chris-santiago/distilbert-base-uncased-finetuned-clinc,e62a6cb247a302855b146639b2093bd9db859351,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 1500",Chris Santiago,2022-08-23 18:09:18
chris-santiago/distilbert-base-uncased-finetuned-clinc,30e07b972b56f7bf74795641ba9121da203fc969,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 1000",Chris Santiago,2022-08-23 18:04:33
chris-santiago/distilbert-base-uncased-finetuned-clinc,bf78308791c9db1ceea8b0501184876dc8610df1,pytorch_model.bin,torch.save,"Training in progress, step 500",Chris Santiago,2022-08-23 17:59:47
chris-santiago/distilbert-base-uncased-finetuned-clinc,bf78308791c9db1ceea8b0501184876dc8610df1,training_args.bin,torch.save,"Training in progress, step 500",Chris Santiago,2022-08-23 17:59:47
chris-santiago/distilbert-base-uncased-finetuned-clinc,c38f386c78b779f0667a06f6f59caab1ee0569f7,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 1500",Chris Santiago,2022-08-23 17:51:08
chris-santiago/distilbert-base-uncased-finetuned-clinc,fe42a90300426b5a730b596073ad9d3e5842d36c,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 1000",Chris Santiago,2022-08-23 17:46:28
chris-santiago/distilbert-base-uncased-finetuned-clinc,242fe5ecde95f1a0279ea66712351373554d7d9c,pytorch_model.bin,torch.save,"Training in progress, step 500",Chris Santiago,2022-08-23 17:41:51
chris-santiago/distilbert-base-uncased-finetuned-clinc,242fe5ecde95f1a0279ea66712351373554d7d9c,training_args.bin,torch.save,"Training in progress, step 500",Chris Santiago,2022-08-23 17:41:51
chris-santiago/distilbert-base-uncased-finetuned-clinc,b8354da312be80aca938048a5da01a98a705d641,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 3000",Chris Santiago,2022-08-23 17:37:03
chris-santiago/distilbert-base-uncased-finetuned-clinc,35d09a779dde050dc430ddb2d1fea09df3e15b0b,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 2500",Chris Santiago,2022-08-23 17:32:31
chris-santiago/distilbert-base-uncased-finetuned-clinc,4ed329ec78f80081146b1332cb46f14fc5f69f92,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 2000",Chris Santiago,2022-08-23 17:28:02
chris-santiago/distilbert-base-uncased-finetuned-clinc,83d2667b20ba3b41a118b6e8f1abd5bf8a4419b7,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 1500",Chris Santiago,2022-08-23 17:23:34
chris-santiago/distilbert-base-uncased-finetuned-clinc,604412b8bb10c7e780853c413943e8e1dae43fde,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 1000",Chris Santiago,2022-08-23 17:19:10
chris-santiago/distilbert-base-uncased-finetuned-clinc,7e303c39add83a9797345f81b3880e073b1d3043,pytorch_model.bin,torch.save,"Training in progress, step 500",Chris Santiago,2022-08-23 17:14:47
chris-santiago/distilbert-base-uncased-finetuned-clinc,7e303c39add83a9797345f81b3880e073b1d3043,training_args.bin,torch.save,"Training in progress, step 500",Chris Santiago,2022-08-23 17:14:47
chris-santiago/distilbert-base-uncased-finetuned-clinc,1ad1b98a949bcd123fb468edfb1b79ca13317294,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 2500",Chris Santiago,2022-08-23 17:10:24
chris-santiago/distilbert-base-uncased-finetuned-clinc,0f06a379aa400d1ad23552d6d5ed344a7999909d,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 2000",Chris Santiago,2022-08-23 17:06:11
chris-santiago/distilbert-base-uncased-finetuned-clinc,d36be4a8c9c17b372a2d0be723c004dcf106aefa,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 1500",Chris Santiago,2022-08-23 17:02:00
chris-santiago/distilbert-base-uncased-finetuned-clinc,57896aeb16e324a728a0d16c7a853d6478dcfefa,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 1000",Chris Santiago,2022-08-23 16:57:48
chris-santiago/distilbert-base-uncased-finetuned-clinc,ff8a295e346fcf1e05be8b69b9179382e737f49b,pytorch_model.bin,torch.save,"Training in progress, step 500",Chris Santiago,2022-08-23 16:53:44
chris-santiago/distilbert-base-uncased-finetuned-clinc,ff8a295e346fcf1e05be8b69b9179382e737f49b,training_args.bin,torch.save,"Training in progress, step 500",Chris Santiago,2022-08-23 16:53:44
chris-santiago/distilbert-base-uncased-finetuned-clinc,f87ab36809c8a43c1d577f18f82517bafe2ef7f7,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 2500",Chris Santiago,2022-08-23 16:49:36
chris-santiago/distilbert-base-uncased-finetuned-clinc,07de6257d444205732888773d9bbbeaa5fedb403,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 2000",Chris Santiago,2022-08-23 16:45:31
chris-santiago/distilbert-base-uncased-finetuned-clinc,284cbcbf38e0dd8438a558dd89c12f4338104244,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 1500",Chris Santiago,2022-08-23 16:41:31
chris-santiago/distilbert-base-uncased-finetuned-clinc,c7b6b455cd3c1d7b2a996c60f0926ae21e0e1e9f,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 1000",Chris Santiago,2022-08-23 16:37:36
chris-santiago/distilbert-base-uncased-finetuned-clinc,618bf815ecd59b252d0cb7242046ab6047bcfd4b,pytorch_model.bin,torch.save,"Training in progress, step 500",Chris Santiago,2022-08-23 16:33:41
chris-santiago/distilbert-base-uncased-finetuned-clinc,618bf815ecd59b252d0cb7242046ab6047bcfd4b,training_args.bin,torch.save,"Training in progress, step 500",Chris Santiago,2022-08-23 16:33:41
chris-santiago/distilbert-base-uncased-finetuned-clinc,5938b3fd984a5a59d5482e66bbf526a7e20506d7,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 2500",Chris Santiago,2022-08-23 16:29:47
chris-santiago/distilbert-base-uncased-finetuned-clinc,c3e90f0d5e911eedbc957bd58a1cf14932b99859,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 2000",Chris Santiago,2022-08-23 16:26:00
chris-santiago/distilbert-base-uncased-finetuned-clinc,65aadea6aa53125ff93dde5438dc73741e55e6bf,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 1500",Chris Santiago,2022-08-23 16:22:12
chris-santiago/distilbert-base-uncased-finetuned-clinc,c17c7c5211b90bdfda42d6b9c553ebe8bb9704c6,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 1000",Chris Santiago,2022-08-23 16:18:31
chris-santiago/distilbert-base-uncased-finetuned-clinc,fbc35e391699f7777705cdbfd56767976fe079f1,pytorch_model.bin,torch.save,"Training in progress, step 500",Chris Santiago,2022-08-23 16:14:51
chris-santiago/distilbert-base-uncased-finetuned-clinc,fbc35e391699f7777705cdbfd56767976fe079f1,training_args.bin,torch.save,"Training in progress, step 500",Chris Santiago,2022-08-23 16:14:51
chris-santiago/distilbert-base-uncased-finetuned-clinc,4af5ec194de03e56a91eb9dd41d62d38b0238202,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 3000",Chris Santiago,2022-08-23 16:11:00
chris-santiago/distilbert-base-uncased-finetuned-clinc,1517aafb066fc4cb4d74e6cc7f570ba1fb70eda5,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 2500",Chris Santiago,2022-08-23 16:07:26
chris-santiago/distilbert-base-uncased-finetuned-clinc,a60db879442543742c9033a28bd8bec98b783d10,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 2000",Chris Santiago,2022-08-23 16:03:50
chris-santiago/distilbert-base-uncased-finetuned-clinc,2d2e166dab931c6483eb272ec001657712a7205d,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 1500",Chris Santiago,2022-08-23 16:00:21
chris-santiago/distilbert-base-uncased-finetuned-clinc,59250c56fb5ae2b266332814d3aabfcb030e3cff,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 1000",Chris Santiago,2022-08-23 15:56:55
chris-santiago/distilbert-base-uncased-finetuned-clinc,43e60a0d33a9b574e297ba5ed7820320df3bbf0c,pytorch_model.bin,torch.save,"Training in progress, step 500",Chris Santiago,2022-08-23 15:53:26
chris-santiago/distilbert-base-uncased-finetuned-clinc,43e60a0d33a9b574e297ba5ed7820320df3bbf0c,training_args.bin,torch.save,"Training in progress, step 500",Chris Santiago,2022-08-23 15:53:26
chris-santiago/distilbert-base-uncased-finetuned-clinc,0b7b982c1d1c1c5921f7268ac1227ecb1630f643,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 3000",Chris Santiago,2022-08-23 15:49:43
chris-santiago/distilbert-base-uncased-finetuned-clinc,4f750906420af1625fa942d33b0210aed5120515,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 2500",Chris Santiago,2022-08-23 15:46:14
chris-santiago/distilbert-base-uncased-finetuned-clinc,1f960fa876f7ebe4ad46afbd9315177f563a071f,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 2000",Chris Santiago,2022-08-23 15:42:49
chris-santiago/distilbert-base-uncased-finetuned-clinc,226007d778fecaa5c2ed04abc2efc0acbb29a4bc,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 1500",Chris Santiago,2022-08-23 15:39:30
chris-santiago/distilbert-base-uncased-finetuned-clinc,e993de6089b6e3e4f90b39a5e6b113a3a150c3f9,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 1000",Chris Santiago,2022-08-23 15:36:21
chris-santiago/distilbert-base-uncased-finetuned-clinc,49051371533d8f353e5f3386f17ec1a445b1e12f,pytorch_model.bin,torch.save,"Training in progress, step 500",Chris Santiago,2022-08-23 15:33:12
chris-santiago/distilbert-base-uncased-finetuned-clinc,49051371533d8f353e5f3386f17ec1a445b1e12f,training_args.bin,torch.save,"Training in progress, step 500",Chris Santiago,2022-08-23 15:33:12
chris-santiago/distilbert-base-uncased-finetuned-clinc,2b6933e0a3b7bc087d8497d281a98b9c85917868,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 3000",Chris Santiago,2022-08-23 15:29:50
chris-santiago/distilbert-base-uncased-finetuned-clinc,ab0ae94e3b7e1c28ebd3fd67a6f9f1c198f78700,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 2500",Chris Santiago,2022-08-23 15:26:47
chris-santiago/distilbert-base-uncased-finetuned-clinc,4318cd490d351cdce24034f82369bb9591818754,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 2000",Chris Santiago,2022-08-23 15:23:47
chris-santiago/distilbert-base-uncased-finetuned-clinc,5c4093981f42a045161b55c908177658320eb996,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 1500",Chris Santiago,2022-08-23 15:20:47
chris-santiago/distilbert-base-uncased-finetuned-clinc,a5a65280e8f98bed9af799c7151dbedb114df3fb,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 1000",Chris Santiago,2022-08-23 15:17:56
chris-santiago/distilbert-base-uncased-finetuned-clinc,9acb9d68cda261545905b093788321e1f15d93e1,pytorch_model.bin,torch.save,"Training in progress, step 500",Chris Santiago,2022-08-23 15:15:08
chris-santiago/distilbert-base-uncased-finetuned-clinc,9acb9d68cda261545905b093788321e1f15d93e1,training_args.bin,torch.save,"Training in progress, step 500",Chris Santiago,2022-08-23 15:15:08
chris-santiago/distilbert-base-uncased-finetuned-clinc,855fe4babeb62563381423f2179b012069f8d600,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 3000",Chris Santiago,2022-08-23 15:12:07
chris-santiago/distilbert-base-uncased-finetuned-clinc,88709d009760ae5fff63a15c67ccc5fdb5c5d34e,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 2500",Chris Santiago,2022-08-23 15:09:21
chris-santiago/distilbert-base-uncased-finetuned-clinc,37ea60f0d2d5e4bc2729a258776b220d487c1380,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 2000",Chris Santiago,2022-08-23 15:06:40
chris-santiago/distilbert-base-uncased-finetuned-clinc,07332b8e200cb7ae5e501387909955a0ec95043e,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 1500",Chris Santiago,2022-08-23 15:04:01
chris-santiago/distilbert-base-uncased-finetuned-clinc,1ee9d5ee925046447d91c01c6c6dec631266fc46,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 1000",Chris Santiago,2022-08-23 15:01:21
chris-santiago/distilbert-base-uncased-finetuned-clinc,96e86941338413aca4b4f4a5943e64cf04e5632a,pytorch_model.bin,torch.save,"Training in progress, step 500",Chris Santiago,2022-08-23 14:58:46
chris-santiago/distilbert-base-uncased-finetuned-clinc,96e86941338413aca4b4f4a5943e64cf04e5632a,training_args.bin,torch.save,"Training in progress, step 500",Chris Santiago,2022-08-23 14:58:46
chris-santiago/distilbert-base-uncased-finetuned-clinc,e80eb010ffb0be780289f028cb2d350c6ae994c9,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 2000",Chris Santiago,2022-08-23 14:54:28
chris-santiago/distilbert-base-uncased-finetuned-clinc,7ee6e0ddf0396e27852ececb73fb2e3512fc9a20,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 1500",Chris Santiago,2022-08-23 14:51:48
chris-santiago/distilbert-base-uncased-finetuned-clinc,991c40fe5f13f37787c9494a472a6248441b6786,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 1000",Chris Santiago,2022-08-23 14:49:12
chris-santiago/distilbert-base-uncased-finetuned-clinc,5258b5620e49ae08c7adb07e55070dc6f6ce6591,pytorch_model.bin,torch.save,"Training in progress, step 500",Chris Santiago,2022-08-23 14:46:36
chris-santiago/distilbert-base-uncased-finetuned-clinc,5258b5620e49ae08c7adb07e55070dc6f6ce6591,training_args.bin,torch.save,"Training in progress, step 500",Chris Santiago,2022-08-23 14:46:36
chris-santiago/distilbert-base-uncased-finetuned-clinc,3fa1c21f64c2b33a763a0c29c6de8ce3a9f9eaad,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 2500",Chris Santiago,2022-08-23 14:43:47
chris-santiago/distilbert-base-uncased-finetuned-clinc,3c4be1ab0c0372431f730a6e0a89b926abb79ce1,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 2000",Chris Santiago,2022-08-23 14:41:32
chris-santiago/distilbert-base-uncased-finetuned-clinc,d09c25a21cd4a0edefe88892aa2df99ee0ff0fe3,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 1500",Chris Santiago,2022-08-23 14:39:18
chris-santiago/distilbert-base-uncased-finetuned-clinc,2fd6016c412565ec7977b89c9c3ab64d49c4bee7,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 1000",Chris Santiago,2022-08-23 14:37:07
chris-santiago/distilbert-base-uncased-finetuned-clinc,0ac20c9ebd00333a2cd40bc382be1027d51f5d7b,pytorch_model.bin,torch.save,"Training in progress, step 500",Chris Santiago,2022-08-23 14:34:56
chris-santiago/distilbert-base-uncased-finetuned-clinc,0ac20c9ebd00333a2cd40bc382be1027d51f5d7b,training_args.bin,torch.save,"Training in progress, step 500",Chris Santiago,2022-08-23 14:34:56
chris-santiago/distilbert-base-uncased-finetuned-clinc,b7bb35f11fbbdb05c0de30bfe3950b0ed01cf38d,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 2000",Chris Santiago,2022-08-23 14:32:34
chris-santiago/distilbert-base-uncased-finetuned-clinc,74f12f8d4fcd0973fb8db4e192714f30fb80ec6a,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 1500",Chris Santiago,2022-08-23 14:30:33
chris-santiago/distilbert-base-uncased-finetuned-clinc,7da882f24dbb99093ce280bbf44c16190d6e7fd1,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 1000",Chris Santiago,2022-08-23 14:28:36
chris-santiago/distilbert-base-uncased-finetuned-clinc,759c1519373a19fb95285569dae9b33eef604112,pytorch_model.bin,torch.save,"Training in progress, step 500",Chris Santiago,2022-08-23 14:26:41
chris-santiago/distilbert-base-uncased-finetuned-clinc,759c1519373a19fb95285569dae9b33eef604112,training_args.bin,torch.save,"Training in progress, step 500",Chris Santiago,2022-08-23 14:26:41
chris-santiago/distilbert-base-uncased-finetuned-clinc,123d7e3500a60d85f3431f9a484da25e7763e4ff,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 1500",Chris Santiago,2022-08-23 14:24:16
chris-santiago/distilbert-base-uncased-finetuned-clinc,a77574d0080056ed2e3b9fecc95593f37d4d7e7b,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 1000",Chris Santiago,2022-08-23 14:22:27
chris-santiago/distilbert-base-uncased-finetuned-clinc,a1af19000fdc4d5a43d53505b98b585f84e4f619,pytorch_model.bin,torch.save,"Training in progress, step 500",Chris Santiago,2022-08-23 14:20:39
chris-santiago/distilbert-base-uncased-finetuned-clinc,a1af19000fdc4d5a43d53505b98b585f84e4f619,training_args.bin,torch.save,"Training in progress, step 500",Chris Santiago,2022-08-23 14:20:39
chris-santiago/distilbert-base-uncased-finetuned-clinc,3fa3084029bfca50ac82eb7fe8ade000fe4645d5,chris-santiago/distilbert-base-uncased-finetuned-clinc\pytorch_model.bin,torch.save,"Training in progress, step 2000",Chris Santiago,2022-08-23 14:18:37
